Ref.Data,Citta,Zona,Address,Price,Dimension (m2),Floor,Ascensore,Rooms,Bathrooms,Build.Date,Stato,longitude,latitude
06/05/2023,Torino,Barriera di Milano,via Renato Martorelli 84,79000,75,1,0,3,1,1933,Ottimo / Ristrutturato,7.6940921,45.0983149
04/04/2023,Torino,Barriera di Milano,via Chatillon 9,28000,40,1,0,3,1,1980,Da ristrutturare,7.6893314,45.0937931
04/04/2023,Torino,Barriera di Milano,via Fossata,89900,55,3,1,2,1,1955,Ottimo / Ristrutturato,7.6853384,45.0991005
30/03/2023,Torino,Barriera di Milano,via Salassa 14,79000,80,5,0,3,1,1950,Buono / Abitabile,7.6950835,45.0967584
31/03/2023,Torino,Barriera di Milano,via Alessandro Scarlatti 62,94000,60,3,1,2,1,2003,Ottimo / Ristrutturato,7.6999455,45.0893426
30/03/2023,Torino,Aurora,via Antonio Cecchi 60,63000,65,3,1,2,1,1950,Buono / Abitabile,7.6797936,45.0885036
30/03/2023,Torino,Rebaudengo,via Botticelli,59000,60,3,1,2,1,1980,Buono / Abitabile,7.7061316,45.1027877
30/03/2023,Torino,Barriera di Milano,Loft piazza Francesco Crispi,79000,108,0,0,7,1,1980,,,
30/03/2023,Torino,Barriera di Milano,via mercadante 74,219900,150,1,1,5,2,1970,Nuovo / In costruzione,7.70192633808144,45.0940502
03/05/2023,Torino,Barriera di Milano,corso Giulio Cesare 60,210000,110,6,1,4,2,1930,Buono / Abitabile,7.6911659,45.0880251
15/04/2023,Torino,Rebaudengo,via Federico Patetta,59000,60,0,0,2,1,1970,Buono / Abitabile,7.6978033,45.104373
03/04/2023,Torino,Aurora,corso Giulio Cesare 45,60000,40,0,1,2,1,2023,Nuovo / In costruzione,7.6888713,45.0850786
30/03/2023,Torino,Barriera di Milano,via Amilcare Ponchielli 26,129000,130,1,1,4,2,1978,Buono / Abitabile,7.7018592,45.0869375
12/04/2023,Torino,Rebaudengo,via Nicola Porpora 39,89000,78,3,1,3,1,1960,Buono / Abitabile,7.6981117,45.1002485
05/05/2023,Torino,Aurora,via Bologna 56,129000,56,2,0,2,1,2006,Ottimo / Ristrutturato,7.694801866230046,45.0819952
28/03/2023,Torino,Aurora,via aosta 15,83000,80,4,0,3,1,1950,Buono / Abitabile,7.6899821,45.0829131
03/05/2023,Torino,Aurora,via Pesaro 34,127000,82,3,1,3,1,1980,Ottimo / Ristrutturato,7.6787526,45.0835937
03/04/2023,Torino,Barriera di Milano,via Alberto Viriglio 40,95000,80,3,0,3,1,1956,Ottimo / Ristrutturato,7.7041137,45.0915091
02/05/2023,Torino,Aurora,via Vittorio Andreis 3,433000,173,3,1,5,3,1935,Ottimo / Ristrutturato,7.6843038,45.079225
13/04/2023,Torino,Barriera di Milano,via Giovanni Paisiello 17,69900,80,2,1,3,1,1980,Buono / Abitabile,7.6997478,45.0901849
27/03/2023,Torino,Barriera di Milano,corso Giulio Cesare 77,53000,50,5,1,2,1,1950,Da ristrutturare,7.6913401,45.0888593
27/03/2023,Torino,Aurora,corso Emilia 31,39000,49,4,0,2,1,1960,Buono / Abitabile,7.6831363,45.0843523
14/04/2023,Torino,Aurora,corso Giulio Cesare 20,219000,108,1,1,4,1,1900,,7.6875617,45.0823231
25/04/2023,Torino,Aurora,via Antonio Cecchi 44,155000,136,1,0,5,2,1960,Da ristrutturare,7.6809643,45.0872685
27/03/2023,Torino,Rebaudengo,via Luigi Boccherini 1,110000,75,1,1,3,1,1960,Da ristrutturare,7.6968767,45.0997888
21/04/2023,Torino,Aurora,corso Palermo 83,79000,50,7,1,2,1,1970,Ottimo / Ristrutturato,7.6930039,45.0858827
08/05/2023,Torino,Barriera di Milano,via Brandizzo,188000,80,4,1,3,1,1980,Nuovo / In costruzione,7.694818,45.0921211
08/05/2023,Torino,Aurora,via Bergamo,162000,70,4,1,3,1,1980,Nuovo / In costruzione,7.7828586,45.1490104
12/04/2023,Torino,Barriera di Milano,corso Giulio Cesare 81,48000,80,5,0,4,1,1950,Buono / Abitabile,7.6915079,45.0891163
18/04/2023,Torino,Rebaudengo,piazza conti di rebaudengo 21,109500,75,5,1,3,1,1960,Buono / Abitabile,7.6949024,45.1041091
25/03/2023,Torino,Barriera di Milano,via Ruggero Leoncavallo 45,229000,166,9,1,5,2,1980,Buono / Abitabile,7.7004018,45.086882
19/04/2023,Torino,Barriera di Milano,via ozegna 8,44900,45,1,0,2,1,1940,Da ristrutturare,7.6947189,45.0951258
07/05/2023,Torino,Barriera di Milano,via Paolo Ferrari,160000,70,2,0,3,1,1980,,7.7018124,45.0854683
08/05/2023,Torino,Barriera di Milano,via Giovanni Paisiello,60000,57,3,0,2,1,1980,,7.6991458,45.0896087
01/04/2023,Torino,Rebaudengo,via Rocco Scotellaro 35,115000,100,2,1,4,1,1970,Buono / Abitabile,7.7025981,45.107395
25/03/2023,Torino,Barriera di Milano,corso Giulio Cesare 162,28900,45,3,0,2,1,1930,Buono / Abitabile,7.6967364,45.0965421
13/04/2023,Torino,Aurora,via Francesco Cigna 70,124000,80,0,1,3,1,1970,Ottimo / Ristrutturato,7.6820419,45.0868782
24/03/2023,Torino,Barriera di Milano,via Monte Rosa  79,59000,74,1,0,3,1,1950,Buono / Abitabile,7.6962849,45.0922939
06/04/2023,Torino,Aurora,via Antonio Cecchi 56,89000,63,2,1,2,1,1970,Ottimo / Ristrutturato,7.6800671,45.0882194
07/04/2023,Torino,Barriera di Milano,Terratetto unifamiliare via Paisiello 56,1300000,803,3,0,5,1,1900,Buono / Abitabile,,
24/03/2023,Torino,Barriera di Milano,via Candia 9,42000,50,3,0,3,1,1980,Ottimo / Ristrutturato,7.6966628,45.0896567
24/03/2023,Torino,Rebaudengo,via Cogne 40,105000,87,5,1,3,1,1980,,7.6998651,45.1081302
06/05/2023,Torino,Barriera di Milano,buono stato,32000,50,1,0,2,1,1980,Buono / Abitabile,,
28/03/2023,Torino,Aurora,corso Giulio Cesare 58,50000,65,3,1,2,1,1960,Da ristrutturare,7.6906896,45.0868796
29/04/2023,Torino,Barriera di Milano,via Renato Martorelli 79,69900,60,3,0,3,1,1960,Buono / Abitabile,7.6938233,45.0981949
05/05/2023,Torino,Aurora,corso Regina Margherita 134,79000,70,1,0,3,1,1980,Da ristrutturare,7.6817624,45.0775795
30/03/2023,Torino,Barriera di Milano,corso Giulio Cesare 136/A,42000,55,5,0,2,1,1930,Buono / Abitabile,7.6870454,45.0819602
23/03/2023,Torino,Aurora,via Como 3,50000,45,2,0,2,1,1980,Buono / Abitabile,7.6933593,45.0836399
23/03/2023,Torino,Barriera di Milano,via Monterosa,49000,50,1,0,2,1,1980,Da ristrutturare,7.7640946,45.2023838
03/04/2023,Torino,Barriera di Milano,via MONTEROSA 127,44900,50,2,0,2,1,1950,,7.7640946,45.2023838
22/03/2023,Torino,Aurora,corso Brescia 4,69000,65,0,0,3,1,1900,Buono / Abitabile,7.6882348,45.0826431
14/04/2023,Torino,Aurora,via Clemente Damiano Priocca 2,139000,84,2,1,4,1,1930,Buono / Abitabile,7.6856263,45.0771258
22/03/2023,Torino,Barriera di Milano,via Monte Rosa  135,400,50,0,0,2,1,1980,Ottimo / Ristrutturato,7.6988502,45.0961941
22/03/2023,Torino,Aurora,corso Giulio Cesare 30,23000,25,0,0,1,1,1980,Da ristrutturare,7.6884558,45.083879
08/05/2023,Torino,Barriera di Milano,via Monte Rosa  135,400,50,0,0,2,1,1965,Ottimo / Ristrutturato,7.6988502,45.0961941
04/05/2023,Torino,Rebaudengo,corso Vercelli 185,125000,98,1,1,4,2,1965,Ottimo / Ristrutturato,7.6937279,45.1008773
24/03/2023,Torino,Rebaudengo,piazza Conti di Rebaudengo 3/16,128000,100,3,0,5,1,1950,Ottimo / Ristrutturato,7.6955841,45.102463
29/03/2023,Torino,Barriera di Milano,via Renato Martorelli,65000,56,0,0,3,1,1965,Buono / Abitabile,7.6938308,45.0961632
23/03/2023,Torino,Rebaudengo,piazza Conti di Rebaudengo 3/26,115000,97,2,1,4,1,1950,Da ristrutturare,7.6955841,45.102463
29/03/2023,Torino,Barriera di Milano,via Monte Rosa 14,88000,95,1,0,5,1,1930,Buono / Abitabile,7.6938157,45.0874386
05/04/2023,Torino,Aurora,corso Regina Margherita 134,209000,129,3,0,5,1,1980,Ottimo / Ristrutturato,7.6817624,45.0775795
21/03/2023,Torino,Aurora,Loft via Cremona,220000,340,3,0,2,3,1960,Buono / Abitabile,,
05/04/2023,Torino,Aurora,corso Regina Margherita 134,149000,77,3,0,3,1,1980,,7.6817624,45.0775795
05/04/2023,Torino,Aurora,corso Regina Margherita 134,75000,30,4,0,2,1,1980,,7.6817624,45.0775795
24/03/2023,Torino,Aurora,via Masserano 2,320000,124,1,1,3,2,1939,Ottimo / Ristrutturato,7.6733947,45.0804279
04/04/2023,Torino,Barriera di Milano,via Renato Martorelli,114000,95,2,0,4,2,1900,Ottimo / Ristrutturato,7.6938308,45.0961632
17/04/2023,Torino,Barriera di Milano,via Fossata,39000,53,2,0,2,1,1967,Ottimo / Ristrutturato,7.6853384,45.0991005
20/03/2023,Torino,Aurora,via Borgo Dora 4,169000,76,2,1,3,1,1980,Buono / Abitabile,7.6841733,45.0787492
12/04/2023,Torino,Aurora,via Sassari 12,79000,69,2,0,3,1,1980,,7.6748888,45.0830107
21/04/2023,Torino,Barriera di Milano,via Leinì 81,39900,55,5,0,2,1,1921,Ottimo / Ristrutturato,7.6919242,45.0939283
18/03/2023,Torino,Barriera di Milano,via Giovanni Pierluigi da Palestrina 19,89000,105,2,0,4,1,1960,Buono / Abitabile,,
18/03/2023,Torino,Barriera di Milano,via Saverio Mercadante 95,119000,80,4,1,3,1,1980,Ottimo / Ristrutturato,7.7009981,45.0940889
18/03/2023,Torino,Rebaudengo,via Gottardo  39,109000,94,7,1,3,1,1970,Buono / Abitabile,7.6922029,45.1004647
20/03/2023,Torino,Rebaudengo,corso Giulio Cesare 187,55000,55,3,1,2,1,1957,Buono / Abitabile,7.6977354,45.0986453
22/03/2023,Torino,Barriera di Milano,via Stradella 12,39000,55,2,0,2,1,1950,Ottimo / Ristrutturato,7.6795026,45.0911236
22/04/2023,Torino,Barriera di Milano,corso Vercelli 101,49000,71,4,0,3,1,1940,Buono / Abitabile,7.690598,45.0939661
22/04/2023,Torino,Barriera di Milano,corso Vercelli 101,39000,56,4,0,3,1,1940,Buono / Abitabile,7.690598,45.0939661
22/04/2023,Torino,Barriera di Milano,corso Vercelli 101,44900,70,1,0,3,1,1940,Buono / Abitabile,7.690598,45.0939661
08/05/2023,Torino,Rebaudengo,corso Vercelli 249,89000,91,4,1,3,1,1964,Buono / Abitabile,7.6965444,45.1065074
12/04/2023,Torino,Barriera di Milano,via Domenico Cimarosa 45,189000,100,1,1,4,1,1980,Ottimo / Ristrutturato,7.7068665,45.0887791
17/03/2023,Torino,Barriera di Milano,via Crescentino 28,59000,78,1,0,4,1,1960,Buono / Abitabile,7.6977981,45.0908474
22/03/2023,Torino,Aurora,corso Brescia 54,100000,75,2,0,3,1,1980,,7.6932594,45.080979
27/03/2023,Torino,Barriera di Milano,via Sempione 134,48000,48,6,1,2,1,1959,Da ristrutturare,7.6962715,45.0975632
05/05/2023,Torino,Aurora,via Aosta 52,135000,90,6,1,3,1,1980,Ottimo / Ristrutturato,7.8556008,45.513133
04/04/2023,Torino,Aurora,corso Palermo 32,189000,100,4,1,4,1,1940,Buono / Abitabile,7.6929171,45.0807719
15/03/2023,Torino,Barriera di Milano,via Feletto 45,75000,84,1,0,3,1,1904,Buono / Abitabile,7.6950411,45.0916095
21/04/2023,Torino,Barriera di Milano,via Francesco Cigna 119,195000,100,6,1,4,2,2012,Ottimo / Ristrutturato,7.6855527,45.0926876
15/04/2023,Torino,Rebaudengo,via vistrorio 26,89900,85,4,1,3,1,1970,Da ristrutturare,7.7002366,45.1072371
21/04/2023,Torino,Barriera di Milano,via Pierluigi Palestrina 19,54900,45,2,0,2,1,1940,Buono / Abitabile,,
14/03/2023,Torino,Barriera di Milano,Loft via Brandizzo 27,29000,40,0,1,2,1,1920,Buono / Abitabile,,
14/03/2023,Torino,Barriera di Milano,corso Vigevano 4,29900,42,1,0,2,1,1930,Buono / Abitabile,7.6873753,45.0893199
14/03/2023,Torino,Aurora,via Bra,29900,43,0,0,2,1,1930,Da ristrutturare,7.6869788,45.0860567
14/03/2023,Torino,Barriera di Milano,via Quittengo,29900,40,0,0,2,1,1930,Da ristrutturare,7.700135,45.0839411
17/04/2023,Torino,Aurora,via Giaveno 3,59000,75,2,0,3,1,1960,Da ristrutturare,7.6778987,45.0875304
21/03/2023,Torino,Barriera di Milano,corso Palermo 119,115000,83,2,1,3,1,1960,Ottimo / Ristrutturato,7.693291,45.090182
12/04/2023,Torino,Barriera di Milano,via Domenico Cimarosa 53,179000,130,7,1,5,2,1980,Buono / Abitabile,7.7064046,45.0892969
11/04/2023,Torino,Barriera di Milano,via Ceresole 17,39000,45,2,0,2,1,1940,Buono / Abitabile,7.6888064,45.0948801
13/03/2023,Torino,Aurora,via lodi 26,56000,48,4,1,2,1,1958,Buono / Abitabile,7.6916975,45.083734
14/04/2023,Torino,Aurora,Loft via Genè 4,169000,74,0,0,1,1,1960,Ottimo / Ristrutturato,,
24/03/2023,Torino,Barriera di Milano,via Ruggero Leoncavallo,130000,70,1,1,2,1,2012,Ottimo / Ristrutturato,7.6428246,44.9968329
27/03/2023,Torino,Barriera di Milano,via Soana 4,48000,47,1,0,2,1,1980,Buono / Abitabile,7.6900979,45.0901507
20/04/2023,Torino,Barriera di Milano,via Monte Rosa,105000,100,5,1,4,1,1960,Ottimo / Ristrutturato,7.6966244,45.0926745
22/03/2023,Torino,Barriera di Milano,via Stradella 12,19000,50,3,0,2,1,1950,Buono / Abitabile,7.6795026,45.0911236
11/03/2023,Torino,Regio Parco,via Carlo Goldoni 3,148000,74,0,0,2,1,1930,Buono / Abitabile,7.6913252,45.074716
18/03/2023,Torino,Rebaudengo,corso Vercelli 248/B,69000,75,8,1,3,1,1970,Buono / Abitabile,7.697519,45.1094739
05/05/2023,Torino,Aurora,corso Brescia 21,128000,100,1,1,3,1,1980,Da ristrutturare,7.6901728,45.0822646
06/05/2023,Torino,Barriera di Milano,via Bologna 93,80000,75,2,1,3,1,1900,Da ristrutturare,7.6998251,45.0845292
27/03/2023,Torino,Barriera di Milano,via Niccolò Paganini 42,68000,74,2,0,3,1,1980,Buono / Abitabile,7.7043142,45.0874245
10/03/2023,Torino,Barriera di Milano,via Ozegna 8,89000,75,3,0,3,1,1930,Buono / Abitabile,7.6947189,45.0951258
03/04/2023,Torino,Barriera di Milano,via Valprato 45,129000,75,7,1,3,1,2007,Ottimo / Ristrutturato,7.6839973,45.0928323
17/04/2023,Torino,Aurora,corso Principe Oddone 86,87000,100,5,0,4,1,1980,Buono / Abitabile,7.6770044,45.0883536
15/04/2023,Torino,Barriera di Milano,via Fossata,60000,75,0,0,3,1,1970,Buono / Abitabile,7.6853384,45.0991005
14/04/2023,Torino,Barriera di Milano,via Lauro Rossi 75,49000,60,1,1,2,1,1980,Da ristrutturare,7.6873027,45.0971737
09/03/2023,Torino,Aurora,corso Palermo 61,49000,50,5,0,2,1,1980,Buono / Abitabile,7.6928798,45.084071
03/05/2023,Torino,Barriera di Milano,corso Giulio Cesare 77,64000,48,5,1,2,1,1950,Buono / Abitabile,7.6913401,45.0888593
08/03/2023,Torino,Rebaudengo,via Giovanni Cena 36,170000,100,4,1,4,2,1980,Buono / Abitabile,7.7017039,45.1086547
17/03/2023,Torino,Barriera di Milano,via Brandizzo,55000,60,1,0,2,1,1950,Ottimo / Ristrutturato,7.694818,45.0921211
08/03/2023,Torino,Barriera di Milano,via Parella 13,139000,100,1,0,4,1,1910,Ottimo / Ristrutturato,7.681034,45.0917038
08/03/2023,Torino,Barriera di Milano,Palazzo - Edificio in Vendita,150000,228,3,0,5,1,1980,Da ristrutturare,,
31/03/2023,Torino,Aurora,via Cremona,169000,118,4,1,3,1,1900,Nuovo / In costruzione,7.6898255,45.0859909
06/05/2023,Torino,Barriera di Milano,corso Palermo 98,54900,65,5,1,3,1,1960,Buono / Abitabile,7.6933747,45.0876326
06/05/2023,Torino,Barriera di Milano,via Santhià 93,33900,50,5,0,2,1,1980,,7.6994486,45.0950632
29/03/2023,Torino,Barriera di Milano,via Aosta 121,79000,95,0,0,4,1,1970,Buono / Abitabile,7.700817,45.0893268
16/03/2023,Torino,Barriera di Milano,via Luigi Salvatore Cherubini 7,165000,150,3,1,5,2,1970,Ottimo / Ristrutturato,7.6951502,45.0927716
21/04/2023,Torino,Barriera di Milano,via Valprato 20,64900,70,2,0,3,1,1935,Ottimo / Ristrutturato,7.6882237,45.0925455
04/05/2023,Torino,Aurora,ottimo stato,218000,110,3,1,4,2,2003,Ottimo / Ristrutturato,,
04/03/2023,Torino,Barriera di Milano,via Santhià 42,115000,92,3,1,3,1,1968,Buono / Abitabile,7.6977089,45.0922331
04/03/2023,Torino,Barriera di Milano,via Lauro Rossi 39,89000,90,3,1,4,1,1950,Buono / Abitabile,7.6905189,45.0957094
06/03/2023,Torino,Barriera di Milano,via Saverio Mercadante 74,134000,80,3,0,3,1,1980,,7.70192633808144,45.0940502
03/03/2023,Torino,Aurora,via Antonio Cecchi 29,50000,66,5,0,3,2,1950,Da ristrutturare,7.6812281,45.0866996
28/03/2023,Torino,Aurora,via Giaveno 24,63000,60,2,1,2,1,1966,Da ristrutturare,7.6800419,45.088408
07/03/2023,Torino,Aurora,via Antonio Cecchi 47,60000,75,5,0,3,1,1950,Ottimo / Ristrutturato,7.6799255,45.0880783
09/05/2023,Torino,Barriera di Milano,via Ozegna,125000,98,2,1,4,2,1964,Buono / Abitabile,7.6944514,45.0946337
17/04/2023,Torino,Barriera di Milano,via Sempione 78 Int  7,59000,70,0,0,3,1,1955,Da ristrutturare,7.6911229,45.098756
23/03/2023,Torino,Barriera di Milano,corso Giulio Cesare 148,59500,65,5,1,3,1,1956,Buono / Abitabile,7.6960614,45.0955141
02/03/2023,Torino,Aurora,corso Giulio Cesare 27,59000,45,2,1,3,1,1980,Buono / Abitabile,7.6872004,45.0827095
04/04/2023,Torino,Aurora,Terratetto plurifamiliare via Cuneo 46,690000,800,1,1,18,1,1990,Buono / Abitabile,,
02/03/2023,Torino,Barriera di Milano,via Renato Martorelli 23,40000,37,2,0,2,1,1930,Buono / Abitabile,7.6935848,45.0945953
08/03/2023,Torino,Barriera di Milano,corso Vercelli 116,99000,120,1,0,1,1,1900,Buono / Abitabile,7.6913993,45.0950831
21/03/2023,Torino,Barriera di Milano,via Saverio Mercadante 57,60000,53,4,1,2,1,1950,Buono / Abitabile,7.6999083,45.0926069
21/04/2023,Torino,Aurora,Mansarda via Beinasco 5,29000,86,4,0,1,1,1950,Da ristrutturare,,
07/03/2023,Torino,Barriera di Milano,via Cherubini,165000,140,3,0,4,2,1980,,7.7017603,45.0928133
09/05/2023,Torino,Aurora,via Beinasco 26,46000,55,4,0,2,1,1950,Da ristrutturare,7.6788994,45.0873335
27/04/2023,Torino,Aurora,via alessandria 39,119000,105,0,0,4,1,1900,Buono / Abitabile,7.6915667,45.08288
03/05/2023,Torino,Barriera di Milano,via Leinì 47,34900,45,4,1,2,1,1960,Buono / Abitabile,7.6914703,45.0915667
06/03/2023,Torino,Aurora,via Biella 13,125000,95,1,0,4,1,1910,Buono / Abitabile,7.6737598,45.0822729
15/04/2023,Torino,Barriera di Milano,quinto piano,75000,50,5,1,2,1,1965,,,
27/02/2023,Torino,Barriera di Milano,via Alfredo Casella 69,69000,70,0,0,3,1,1955,Buono / Abitabile,7.70429,45.0910704
28/03/2023,Torino,Barriera di Milano,via Francesco Cigna 121,189000,90,5,1,3,1,2016,Ottimo / Ristrutturato,7.6857481,45.092961
13/04/2023,Torino,Aurora,via Francesco Cigna 58,42000,50,0,1,2,1,1950,Ottimo / Ristrutturato,7.6849568,45.0916858
15/04/2023,Torino,Barriera di Milano,via Gottardo,60000,65,5,1,2,1,1975,Buono / Abitabile,7.7125582,45.0901532
09/03/2023,Torino,Barriera di Milano,corso Giulio Cesare 124,50000,67,3,0,3,1,1932,Buono / Abitabile,7.6945953,45.0932725
24/02/2023,Torino,Barriera di Milano,via Monte Rosa 127,47000,50,3,0,2,1,1960,Buono / Abitabile,7.698534,45.0957137
22/03/2023,Torino,Barriera di Milano,via caresana 11,99900,90,3,0,4,1,1930,Ottimo / Ristrutturato,7.7054668,45.0879467
31/03/2023,Torino,Barriera di Milano,via Salassa 29,135000,150,4,0,5,2,1940,Ottimo / Ristrutturato,7.6940788,45.0966524
07/04/2023,Torino,Aurora,via Chivasso 15,59000,44,0,0,2,1,1950,Ottimo / Ristrutturato,7.689843,45.0838601
23/02/2023,Torino,Barriera di Milano,via Antonio Vivaldi 5,85000,80,5,1,3,1,1963,Da ristrutturare,7.7013736,45.0921092
23/02/2023,Torino,Barriera di Milano,via Giovanni Pierluigi da Palestrina 39,64000,75,0,1,3,1,1960,Buono / Abitabile,,
23/02/2023,Torino,Barriera di Milano,via Trino,115000,83,2,1,4,2,2004,Ottimo / Ristrutturato,7.6955484,45.0972115
14/03/2023,Torino,Aurora,via Rivarolo 6,169000,109,3,1,4,1,1980,Buono / Abitabile,7.6870439,45.079586
24/02/2023,Torino,Barriera di Milano,via aosta,112000,85,1,1,3,1,1972,Buono / Abitabile,7.6581743,45.0025905
08/05/2023,Torino,Barriera di Milano,via Franco Alfano 1,63000,52,0,1,2,1,1967,Buono / Abitabile,7.7038141,45.0938035
23/02/2023,Torino,Barriera di Milano,Palazzo - Edificio in Vendita,500000,750,0,0,5,1,1900,Ottimo / Ristrutturato,,
28/02/2023,Torino,Barriera di Milano,via Saverio Mercadante 57,70000,58,3,1,2,1,1956,Buono / Abitabile,7.6999083,45.0926069
22/02/2023,Torino,Aurora,via Cuneo 53,59000,49,0,1,2,1,1962,Buono / Abitabile,7.6799291,45.0864099
04/04/2023,Torino,Rebaudengo,corso Vercelli 248,66000,55,5,1,2,1,1970,Buono / Abitabile,7.898089,45.4689702
22/02/2023,Torino,Barriera di Milano,via Monte Rosa 116,72000,60,5,1,2,1,1995,Buono / Abitabile,7.6983357,45.0950925
22/02/2023,Torino,Aurora,via Francesco Cigna 4,120000,60,1,1,3,1,1980,,7.676964,45.0796741
05/04/2023,Torino,Barriera di Milano,via Cervino 42/b,139000,75,1,1,2,1,2000,Ottimo / Ristrutturato,7.6869699,45.0913253
09/03/2023,Torino,Barriera di Milano,via Sempione 130,55000,48,4,1,2,1,1959,Buono / Abitabile,7.6959429,45.0976952
27/02/2023,Torino,Rebaudengo,via Luigi Boccherini 38,129000,89,1,1,3,1,1968,Buono / Abitabile,7.6920854,45.1020849
07/03/2023,Torino,Barriera di Milano,piazza Augusto Rostagni 3,173000,125,3,1,4,1,1980,Ottimo / Ristrutturato,7.7035111,45.0903185
29/04/2023,Torino,Rebaudengo,via Vittoria Colonna 21,129000,85,2,1,3,1,1970,Buono / Abitabile,7.6983596,45.1078028
01/03/2023,Torino,Rebaudengo,via Rocco Scotellaro 25,129000,114,1,1,4,1,1980,Ottimo / Ristrutturato,7.7017909,45.1070052
11/04/2023,Torino,Aurora,corso Giulio Cesare 24,135000,93,5,1,3,1,1912,Da ristrutturare,7.6879352,45.0826917
24/02/2023,Torino,Barriera di Milano,via Barbania 3,24000,45,0,0,2,1,1920,Buono / Abitabile,7.6926557,45.0884339
09/03/2023,Torino,Barriera di Milano,via Leinì 95,79000,64,0,0,3,1,1950,Ottimo / Ristrutturato,7.6921296,45.0949331
21/04/2023,Torino,Barriera di Milano,V.Vestignè 12,77000,120,I,0,1,1,1940,Buono / Abitabile,7.6931544,45.0937244
04/04/2023,Torino,Rebaudengo,via Nicola Porpora 39/12,86900,77,0,1,3,1,1965,Ottimo / Ristrutturato,7.696602,45.1003173
28/02/2023,Torino,Barriera di Milano,via Gaspare Spontini 17,87900,70,3,1,3,1,2008,Ottimo / Ristrutturato,7.6968309,45.09399
20/02/2023,Torino,Barriera di Milano,via Desana 19,29000,55,1,0,2,1,1950,,7.6894882,45.0967268
05/05/2023,Torino,Barriera di Milano,via courmayeur 8,23000,41,5,0,2,1,1930,Da ristrutturare,7.6881503,45.0907101
09/05/2023,Torino,Barriera di Milano,via Monte Valderoa 6,35000,45,1,0,2,1,1945,Buono / Abitabile,7.6969232,45.0944123
21/04/2023,Torino,Barriera di Milano,corso vigevano 50,44900,80,2,0,3,1,1940,Ottimo / Ristrutturato,7.6811817,45.0900427
17/02/2023,Torino,Barriera di Milano,via Ozegna 6,69000,73,2,0,3,1,1940,Buono / Abitabile,7.69468,45.0950189
17/02/2023,Torino,Barriera di Milano,via Errico Petrella 19,159000,190,1,0,5,2,1800,Buono / Abitabile,7.6998712,45.0888428
17/02/2023,Torino,Barriera di Milano,via Leinì 30,37000,48,3,0,2,1,1940,Da ristrutturare,7.6915112,45.0910336
17/02/2023,Torino,Barriera di Milano,via Leinì 30,37000,48,2,0,2,1,1940,Da ristrutturare,7.6915112,45.0910336
09/03/2023,Torino,Barriera di Milano,via Gaspare Spontini 33,73000,75,1,0,3,1,1970,Ottimo / Ristrutturato,7.6987629,45.0934199
31/03/2023,Torino,Aurora,corso Vercelli 19/A,39900,50,1,0,2,1,1900,Buono / Abitabile,7.686389,45.0855415
04/04/2023,Torino,Aurora,corso Brescia 11,29000,45,3,0,2,1,1900,Buono / Abitabile,7.6892193,45.0825789
17/03/2023,Torino,Aurora,corso Principe Oddone 42,159000,95,1,1,4,2,1930,Buono / Abitabile,7.6731107,45.0827837
16/02/2023,Torino,Aurora,corso Emilia 31,49000,50,4,0,2,1,1940,,7.6831363,45.0843523
05/05/2023,Torino,Barriera di Milano,via Fossata 70/5,69000,60,2,1,2,1,1970,Ottimo / Ristrutturato,7.6853384,45.0991005
15/02/2023,Torino,Barriera di Milano,via Umberto Giordano 8,39000,55,4,0,2,1,1950,Buono / Abitabile,7.70364,45.091145
